commit_id,class_id,method,score
9584088c44039cb772bd6e4755a0138a2c68c7a2,sourceCode/maven-project/src/main/java/org/apache/maven/project/ModelUtils.java,default,1
fa34c36025b5cfd60ea7b661ef578dd018f66e2b,sourceCode/maven-settings/src/main/java/org/apache/maven/settings/SettingsUtils.java,default,1
4e955c058ae52fd1e4c4b284a3aac2408cb66e3a,sourceCode/maven-project/src/main/java/org/apache/maven/profiles/activation/OperatingSystemProfileActivator.java,default,1
6abcb69443e836703215fea6b57e80831600855b,sourceCode/maven-settings/src/main/java/org/apache/maven/settings/DefaultMavenSettingsBuilder.java,default,1
5b427cf0768e0f85b36f3b9406c21c8fdf68af2d,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/Artifact.java,default,1
5b427cf0768e0f85b36f3b9406c21c8fdf68af2d,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/DefaultArtifact.java,default,1
5b427cf0768e0f85b36f3b9406c21c8fdf68af2d,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/factory/ArtifactFactory.java,default,1
5b427cf0768e0f85b36f3b9406c21c8fdf68af2d,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/factory/DefaultArtifactFactory.java,default,1
5b427cf0768e0f85b36f3b9406c21c8fdf68af2d,sourceCode/maven-project/src/main/java/org/apache/maven/project/DefaultMavenProjectBuilder.java,default,1
5b427cf0768e0f85b36f3b9406c21c8fdf68af2d,sourceCode/maven-project/src/main/java/org/apache/maven/project/artifact/ActiveProjectArtifact.java,default,1
0e5015360b800b93729e086c3ab0f8242e7abde1,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/PluginParameterExpressionEvaluator.java,default,1
3760f873a118c63c5d0848b996c7325d2d869715,sourceCode/maven-core/src/main/java/org/apache/maven/lifecycle/DefaultLifecycleExecutor.java,default,1
3760f873a118c63c5d0848b996c7325d2d869715,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginManager.java,default,1
3760f873a118c63c5d0848b996c7325d2d869715,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/PluginManager.java,default,1
3760f873a118c63c5d0848b996c7325d2d869715,sourceCode/maven-plugin-descriptor/src/main/java/org/apache/maven/plugin/descriptor/MojoDescriptor.java,default,1
3760f873a118c63c5d0848b996c7325d2d869715,sourceCode/maven-plugin-descriptor/src/main/java/org/apache/maven/plugin/descriptor/PluginDescriptorBuilder.java,default,1
3760f873a118c63c5d0848b996c7325d2d869715,sourceCode/maven-plugin-tools/maven-plugin-tools-api/src/main/java/org/apache/maven/tools/plugin/generator/PluginDescriptorGenerator.java,default,1
3760f873a118c63c5d0848b996c7325d2d869715,sourceCode/maven-plugin-tools/maven-plugin-tools-java/src/main/java/org/apache/maven/tools/plugin/extractor/java/JavaMojoDescriptorExtractor.java,default,1
3760f873a118c63c5d0848b996c7325d2d869715,sourceCode/maven-plugins/maven-idea-plugin/src/main/java/org/apache/maven/plugin/idea/IdeaMojo.java,default,1
b68c84b86d4903928c26dd3c044af9eba7114bf0,sourceCode/maven-project/src/main/java/org/apache/maven/project/ModelUtils.java,default,1
73ba7305ce6b5957a22397c02e05b99f3c4b49cf,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginManager.java,default,1
faa5cf27cb1d03c6ffab1429f64cb759362c3df8,sourceCode/maven-project/src/main/java/org/apache/maven/project/inheritance/DefaultModelInheritanceAssembler.java,default,1
806eaeb0170299b14d620376d831fb4a9a2be9c8,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactCollector.java,default,1
806eaeb0170299b14d620376d831fb4a9a2be9c8,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/ResolutionNode.java,default,1
24db0eb9c0b2c004920f95713e86334be25e4177,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactCollector.java,default,1
6354dad32e8e6e446c8785ee53544624e5cc8f12,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactCollector.java,default,1
89e6008e13a5d2113655ac37acbb695a7610ae97,sourceCode/maven-core-it/it0094/mojo/src/main/java/org/codehaus/mojo/kodo/Enhance.java,default,1
73ba7305ce6b5957a22397c02e05b99f3c4b49cf,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginManager.java,default,1
36093a18b0b91cd9b22211765b2805c645749ff9,sourceCode/maven-core-it/it0094/mojo/src/main/java/org/codehaus/mojo/kodo/Enhance.java,default,1
676c9b5e74fcf6ae04ac6474ee196ec082488373,sourceCode/maven-core/src/main/java/org/apache/maven/artifact/factory/DefaultArtifactFactory.java,default,1
676c9b5e74fcf6ae04ac6474ee196ec082488373,sourceCode/maven-core/src/main/java/org/apache/maven/project/DefaultMavenProjectBuilder.java,default,1
c9a00782d8ff90b06ed3c7cbea22319e6a28f88e,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/manager/DefaultWagonManager.java,default,1
bc048ca9ccdcd373b60774e7a556f4323013800c,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/manager/DefaultWagonManager.java,default,1
bc048ca9ccdcd373b60774e7a556f4323013800c,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/repository/metadata/DefaultRepositoryMetadataManager.java,default,1
